item,itemLabel,position,positionLabel,start,psid
Q109700122,Florin Spătaru,Q109743596,Minister of Economy,2021-11-25,Q109700122-909456af-4ec4-cae7-0244-00b266f51659
Q109746326,Adrian Câciu,Q21504216,Minister of Finance,2021-11-25,Q109746326-b1fceb84-4659-60b0-fd00-23251300661a
Q1151156,Cătălin Predoiu,Q21159939,Minister of Justice of Romania,2021-11-25,Q1151156-7679940e-40f5-e741-33ba-7d66d035a1e1
Q12737826,Petre Daea,Q21503604,Minister of Agriculture of Romania,2022-07-08,Q12737826-5752091d-46f0-c8d5-610a-7dbaae72f775
Q16593781,Gabriela Firea,Q109743599,"Minister of Family, Youth and Equal Opportunities",2021-11-25,Q16593781-1F1B86E4-EB11-4FBB-A235-D4D5049852B9
Q18537583,Bogdan Aurescu,Q21503673,Minister of Foreign Affairs of Romania,2019-11-04,Q18537583-0b6714c5-4c6f-4f3e-c905-8316be0638dc
Q19003460,Sorin Grindeanu,Q21513080,Minister of Transport and Infrastructure,2021-11-25,Q19003460-64a5dd58-4849-4ee4-53f9-2cfc0295cce9
Q19003460,Sorin Grindeanu,Q81292982,Deputy Prime Minister of Romania,2021-11-25,Q19003460-903c769e-49fe-134d-b57d-6a91c6cb8fb6
Q20437970,Barna Tánczos,Q21504155,"Minister of Environment, Water and Forests",2020-12-23,Q20437970-eb1dfcd8-420e-f395-fb6f-e64e3afaef37
Q21095867,Sorin Cîmpeanu,Q21389881,Minister of Education,2020-12-23,Q21095867-257f8c4e-4d7a-70c1-aa7f-127889638a93
Q24525133,Sebastian-Ioan Burduja,Q106640935,"Minister of Research, Innovation and Digitalization",2022-05-03,Q24525133-21d24911-4bad-7042-6552-a3897da94eb0
Q28038940,Marius-Constantin Budăi,Q21504145,Minister of Labour and Social Protection,2021-11-25,Q28038940-e566456f-4f97-c6f9-face-c0f5d07ffe5d
Q28039745,Lucian Romașcanu,Q21503769,Minister of Culture,2021-11-25,Q28039745-8b1a0b22-45f2-0eab-c0b0-948501880164
Q28113715,Virgil-Daniel Popescu,Q21513151,Minister of Energy,2020-12-23,Q28113715-4b643fe6-4507-3dec-a7a1-65b22973293c
Q28113961,Constantin-Daniel Cadariu,Q109743597,Minister of Entrepreneurship and Tourism,2021-11-25,Q28113961-40e9f65a-4022-9ee7-8dad-b04825647299
Q28950289,Nicolae Ciucă,Q15304810,Prime Minister of Romania,2021-11-25,Q28950289-2de175be-4c29-03f1-c285-46c105c6cfce
Q3265173,Lucian Bode,Q21504201,Minister of Internal Affairs,2020-12-23,Q3265173-2e373321-468c-277d-827a-9036e2468fc7
Q347209,Vasile Dîncu,Q21504197,Minister of National Defence,2021-11-25,Q347209-9d1b8657-4b80-f8cb-8277-273846902106
Q73515577,Ioan-Marcel Boloș,Q109743580,Minister of Investments and European Projects,2022-05-03,Q73515577-21b28636-4441-ebb2-1072-1660216a7006
Q747255,Attila Cseke,Q21503762,"Minister for Development, Public Works and Administration",2020-12-23,Q747255-80bf21ae-4be3-f9ab-5d24-177a4600a3fa
Q88007402,Alexandru Rafila,Q20885066,Minister of Health of Romania,2021-11-25,Q88007402-689cb754-46c2-ef32-58cd-80eae463d4cd
Q923357,Hunor Kelemen,Q81292982,Deputy Prime Minister of Romania,2020-12-23,Q923357-e6380b28-4f56-41fd-fafe-c0cdfd281aff
Q940884,Carol-Eduard Novak,Q21503827,Minister of Youth and Sport,2020-12-23,Q940884-fab0f7bf-4c6b-7469-bb16-7390d37a2ed9
